/CodeForLyf/self-driving-car-experiment/data/training/IMG/center_2019_04_29_20_10_16_933.jpg,/CodeForLyf/self-driving-car-experiment/data/training/IMG/left_2019_04_29_20_10_16_933.jpg,/CodeForLyf/self-driving-car-experiment/data/training/IMG/right_2019_04_29_20_10_16_933.jpg,0,0,0,9.094361E-06
/CodeForLyf/self-driving-car-experiment/data/training/IMG/center_2019_04_29_20_10_17_016.jpg,/CodeForLyf/self-driving-car-experiment/data/training/IMG/left_2019_04_29_20_10_17_016.jpg,/CodeForLyf/self-driving-car-experiment/data/training/IMG/right_2019_04_29_20_10_17_016.jpg,0,0,0,2.70454E-06
/CodeForLyf/self-driving-car-experiment/data/training/IMG/center_2019_04_29_20_10_17_085.jpg,/CodeForLyf/self-driving-car-experiment/data/training/IMG/left_2019_04_29_20_10_17_085.jpg,/CodeForLyf/self-driving-car-experiment/data/training/IMG/right_2019_04_29_20_10_17_085.jpg,0,0,0,3.433304E-06
/CodeForLyf/self-driving-car-experiment/data/training/IMG/center_2019_04_29_20_10_17_166.jpg,/CodeForLyf/self-driving-car-experiment/data/training/IMG/left_2019_04_29_20_10_17_166.jpg,/CodeForLyf/self-driving-car-experiment/data/training/IMG/right_2019_04_29_20_10_17_166.jpg,0,0,0,1.799745E-05
/CodeForLyf/self-driving-car-experiment/data/training/IMG/center_2019_04_29_20_10_17_233.jpg,/CodeForLyf/self-driving-car-experiment/data/training/IMG/left_2019_04_29_20_10_17_233.jpg,/CodeForLyf/self-driving-car-experiment/data/training/IMG/right_2019_04_29_20_10_17_233.jpg,0,0,0,3.592042E-06
/CodeForLyf/self-driving-car-experiment/data/training/IMG/center_2019_04_29_20_10_17_304.jpg,/CodeForLyf/self-driving-car-experiment/data/training/IMG/left_2019_04_29_20_10_17_304.jpg,/CodeForLyf/self-driving-car-experiment/data/training/IMG/right_2019_04_29_20_10_17_304.jpg,0,0,0,3.28354E-06
/CodeForLyf/self-driving-car-experiment/data/training/IMG/center_2019_04_29_20_10_17_380.jpg,/CodeForLyf/self-driving-car-experiment/data/training/IMG/left_2019_04_29_20_10_17_380.jpg,/CodeForLyf/self-driving-car-experiment/data/training/IMG/right_2019_04_29_20_10_17_380.jpg,0,0,0,2.601163E-05
/CodeForLyf/self-driving-car-experiment/data/training/IMG/center_2019_04_29_20_10_17_459.jpg,/CodeForLyf/self-driving-car-experiment/data/training/IMG/left_2019_04_29_20_10_17_459.jpg,/CodeForLyf/self-driving-car-experiment/data/training/IMG/right_2019_04_29_20_10_17_459.jpg,0,0,0,1.354256E-05
/CodeForLyf/self-driving-car-experiment/data/training/IMG/center_2019_04_29_20_10_17_537.jpg,/CodeForLyf/self-driving-car-experiment/data/training/IMG/left_2019_04_29_20_10_17_537.jpg,/CodeForLyf/self-driving-car-experiment/data/training/IMG/right_2019_04_29_20_10_17_537.jpg,0,0,0,2.426497E-06
/CodeForLyf/self-driving-car-experiment/data/training/IMG/center_2019_04_29_20_10_17_617.jpg,/CodeForLyf/self-driving-car-experiment/data/training/IMG/left_2019_04_29_20_10_17_617.jpg,/CodeForLyf/self-driving-car-experiment/data/training/IMG/right_2019_04_29_20_10_17_617.jpg,0,0,0,5.604953E-06
